y1,x1_NEWUOA,x1_BOBYQA,x1_LINCOA,x1_COBYLA,x1_UOBYQA,y2,x2_NEWUOA,x2_BOBYQA,x2_LINCOA,x2_COBYLA,x2_UOBYQA,y3,x3_NEWUOA,x3_BOBYQA,x3_LINCOA,x3_COBYLA,x3_UOBYQA,y4,x4_NEWUOA,x4_BOBYQA,x4_LINCOA,x4_COBYLA,x4_UOBYQA,y5,x5_NEWUOA,x5_BOBYQA,x5_LINCOA,x5_COBYLA,x5_UOBYQA,y6,x6_NEWUOA,x6_BOBYQA,x6_LINCOA,x6_COBYLA,x6_UOBYQA,y7,x7_NEWUOA,x7_BOBYQA,x7_LINCOA,x7_COBYLA,x7_UOBYQA,y8,x8_NEWUOA,x8_BOBYQA,x8_LINCOA,x8_COBYLA,x8_UOBYQA,y9,x9_NEWUOA,x9_BOBYQA,x9_LINCOA,x9_COBYLA,x9_UOBYQA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0
0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0
0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0
0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0,0.016260162601626015,0.0,0.0,0.0,0.0,0.0
0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0
0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0
0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0
0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0,0.03252032520325203,0.0,0.0,0.0,0.0,0.0
