y1,x1_NEWUOA,x1_BFGS,x1_CG,y2,x2_NEWUOA,x2_BFGS,x2_CG,y3,x3_NEWUOA,x3_BFGS,x3_CG,y4,x4_NEWUOA,x4_BFGS,x4_CG,y5,x5_NEWUOA,x5_BFGS,x5_CG,y6,x6_NEWUOA,x6_BFGS,x6_CG,y7,x7_NEWUOA,x7_BFGS,x7_CG,y8,x8_NEWUOA,x8_BFGS,x8_CG,y9,x9_NEWUOA,x9_BFGS,x9_CG
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.07692307692307693,1.0384615384615385,1.0384615384615385,0.0,0.07692307692307693,1.0384615384615385,1.0384615384615385,0.0,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.0,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.0,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.0,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.0,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.0,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.0,0.5,1.3333333333333333,1.3333333333333333
0.006369426751592357,0.07692307692307693,1.0384615384615385,1.0384615384615385,0.006369426751592357,0.07692307692307693,1.0384615384615385,1.0384615384615385,0.006369426751592357,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.5,1.3333333333333333,1.3333333333333333
0.006369426751592357,0.5,1.1111111111111112,1.1111111111111112,0.006369426751592357,0.5,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.5,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.5,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.5,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.5,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.5,3.3333333333333335,2.3333333333333335,0.006369426751592357,0.5,3.3333333333333335,5.333333333333333,0.006369426751592357,1.6666666666666667,5.333333333333333,5.333333333333333
0.012738853503184714,0.5,1.1111111111111112,1.1111111111111112,0.012738853503184714,0.5,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.5,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.5,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.5,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.5,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.5,3.3333333333333335,2.3333333333333335,0.012738853503184714,0.5,3.3333333333333335,5.333333333333333,0.012738853503184714,1.6666666666666667,5.333333333333333,5.333333333333333
0.012738853503184714,0.5,1.1111111111111112,1.1111111111111112,0.012738853503184714,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.6666666666666666,3.4333333333333336,3.3333333333333335,0.012738853503184714,0.6666666666666666,4.933333333333334,5.090909090909091,0.012738853503184714,1.0,7.1909090909090905,5.090909090909091,0.012738853503184714,1.0,8.333333333333334,7.892156862745098,0.012738853503184714,2.0588235294117645,8.333333333333334,8.364705882352942
0.019108280254777073,0.5,1.1111111111111112,1.1111111111111112,0.019108280254777073,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.019108280254777073,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.019108280254777073,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.019108280254777073,0.6666666666666666,3.4333333333333336,3.3333333333333335,0.019108280254777073,0.6666666666666666,4.933333333333334,5.090909090909091,0.019108280254777073,1.0,7.1909090909090905,5.090909090909091,0.019108280254777073,1.0,8.333333333333334,7.892156862745098,0.019108280254777073,2.0588235294117645,8.333333333333334,8.364705882352942
0.019108280254777073,0.6666666666666666,1.1111111111111112,1.1111111111111112,0.019108280254777073,0.75,1.3333333333333333,1.3333333333333333,0.019108280254777073,1.0,2.190909090909091,2.25,0.019108280254777073,1.0,2.790909090909091,3.25,0.019108280254777073,1.0,3.690909090909091,4.95,0.019108280254777073,1.0,5.333333333333333,5.25,0.019108280254777073,1.6666666666666667,7.333333333333333,7.133333333333333,0.019108280254777073,1.6666666666666667,8.533333333333333,8.064705882352941,0.019108280254777073,2.0980392156862746,9.033333333333333,8.392156862745098
0.025477707006369428,0.6666666666666666,1.1111111111111112,1.1111111111111112,0.025477707006369428,0.75,1.3333333333333333,1.3333333333333333,0.025477707006369428,1.0,2.190909090909091,2.25,0.025477707006369428,1.0,2.790909090909091,3.25,0.025477707006369428,1.0,3.690909090909091,4.95,0.025477707006369428,1.0,5.333333333333333,5.25,0.025477707006369428,1.6666666666666667,7.333333333333333,7.133333333333333,0.025477707006369428,1.6666666666666667,8.533333333333333,8.064705882352941,0.025477707006369428,2.0980392156862746,9.033333333333333,8.392156862745098
0.025477707006369428,0.75,1.1111111111111112,1.1111111111111112,0.025477707006369428,1.0,2.019607843137255,2.25,0.025477707006369428,1.3333333333333333,2.25,2.65,0.025477707006369428,1.3333333333333333,3.25,4.090909090909091,0.025477707006369428,2.0,4.733333333333333,5.0,0.025477707006369428,2.0,5.490909090909091,5.333333333333333,0.025477707006369428,2.0588235294117645,7.533333333333334,7.652941176470589,0.025477707006369428,2.0588235294117645,8.733333333333333,9.333333333333334,0.025477707006369428,2.9215686274509802,9.333333333333334,11.333333333333334
